Key,Type,Desc,Plural,Group,Descriptions,English [en-US],French [fr-FR],German [de-DE],Russian,Portuguese (Brazil),Chinese [zh-CN]
Pony_Spell_FanClub_Lore_Key,Text,,,,,"Ponies have many idols and icons, and the degree to which they worship them can reach a scary fever pitch that brings back bad memories of serving in Heaven's army. Even more surprising, the way the little ponies look up to their elder brethren can reach levels of idolization just as fanatic, even when they aren't related. Perhaps it has to do with their tendencies to herd together, but no matter how you look at it, there's a lot of love that goes around between them.","Ponies have many idols and icons, and the degree to which they worship them can reach a scary fever pitch that brings back bad memories of serving in Heaven's army. Even more surprising, the way the little ponies look up to their elder brethren can reach levels of idolization just as fanatic, even when they aren't related. Perhaps it has to do with their tendencies to herd together, but no matter how you look at it, there's a lot of love that goes around between them.","Ponies have many idols and icons, and the degree to which they worship them can reach a scary fever pitch that brings back bad memories of serving in Heaven's army. Even more surprising, the way the little ponies look up to their elder brethren can reach levels of idolization just as fanatic, even when they aren't related. Perhaps it has to do with their tendencies to herd together, but no matter how you look at it, there's a lot of love that goes around between them.","Ponies have many idols and icons, and the degree to which they worship them can reach a scary fever pitch that brings back bad memories of serving in Heaven's army. Even more surprising, the way the little ponies look up to their elder brethren can reach levels of idolization just as fanatic, even when they aren't related. Perhaps it has to do with their tendencies to herd together, but no matter how you look at it, there's a lot of love that goes around between them.","Ponies have many idols and icons, and the degree to which they worship them can reach a scary fever pitch that brings back bad memories of serving in Heaven's army. Even more surprising, the way the little ponies look up to their elder brethren can reach levels of idolization just as fanatic, even when they aren't related. Perhaps it has to do with their tendencies to herd together, but no matter how you look at it, there's a lot of love that goes around between them.","Ponies have many idols and icons, and the degree to which they worship them can reach a scary fever pitch that brings back bad memories of serving in Heaven's army. Even more surprising, the way the little ponies look up to their elder brethren can reach levels of idolization just as fanatic, even when they aren't related. Perhaps it has to do with their tendencies to herd together, but no matter how you look at it, there's a lot of love that goes around between them."
Pony_Spell_WinterWrapUp_Name_Key,Text,,,,,Winter Wrap-Up,Winter Wrap-Up,Winter Wrap-Up,Winter Wrap-Up,Winter Wrap-Up,Winter Wrap-Up
Pony_Spell_WinterWrapUp_Description_Key,Text,,,,,Deal <nobr>{[trait0.power]}[x] damage</nobr> and apply <nobr>{[trait1.statusmultiplier]}[x] <b>Frostbite</b></nobr> to all enemy units.,Deal <nobr>{[trait0.power]}[x] damage</nobr> and apply <nobr>{[trait1.statusmultiplier]}[x] <b>Frostbite</b></nobr> to all enemy units.,Deal <nobr>{[trait0.power]}[x] damage</nobr> and apply <nobr>{[trait1.statusmultiplier]}[x] <b>Frostbite</b></nobr> to all enemy units.,Deal <nobr>{[trait0.power]}[x] damage</nobr> and apply <nobr>{[trait1.statusmultiplier]}[x] <b>Frostbite</b></nobr> to all enemy units.,Deal <nobr>{[trait0.power]}[x] damage</nobr> and apply <nobr>{[trait1.statusmultiplier]}[x] <b>Frostbite</b></nobr> to all enemy units.,Deal <nobr>{[trait0.power]}[x] damage</nobr> and apply <nobr>{[trait1.statusmultiplier]}[x] <b>Frostbite</b></nobr> to all enemy units.
Pony_Spell_WinterWrapUp_Lore_Key,Text,,,,,"Ponies change their seasons manually. Going from winter to spring, they make a huge festival of it that they call 'Winter Wrap-Up.' Fields are cleared of snow, ice broken up and removed from lakes, hibernating animals woken from their slumber, and even the weather is changed as the pegasai break apart the snowy clouds and usher in sunny skies. Similar attempts to defrost Hell have failed, though. Defeating the Seraph and rekindling the pyre is our only recourse.","Ponies change their seasons manually. Going from winter to spring, they make a huge festival of it that they call 'Winter Wrap-Up.' Fields are cleared of snow, ice broken up and removed from lakes, hibernating animals woken from their slumber, and even the weather is changed as the pegasai break apart the snowy clouds and usher in sunny skies. Similar attempts to defrost Hell have failed, though. Defeating the Seraph and rekindling the pyre is our only recourse.","Ponies change their seasons manually. Going from winter to spring, they make a huge festival of it that they call 'Winter Wrap-Up.' Fields are cleared of snow, ice broken up and removed from lakes, hibernating animals woken from their slumber, and even the weather is changed as the pegasai break apart the snowy clouds and usher in sunny skies. Similar attempts to defrost Hell have failed, though. Defeating the Seraph and rekindling the pyre is our only recourse.","Ponies change their seasons manually. Going from winter to spring, they make a huge festival of it that they call 'Winter Wrap-Up.' Fields are cleared of snow, ice broken up and removed from lakes, hibernating animals woken from their slumber, and even the weather is changed as the pegasai break apart the snowy clouds and usher in sunny skies. Similar attempts to defrost Hell have failed, though. Defeating the Seraph and rekindling the pyre is our only recourse.","Ponies change their seasons manually. Going from winter to spring, they make a huge festival of it that they call 'Winter Wrap-Up.' Fields are cleared of snow, ice broken up and removed from lakes, hibernating animals woken from their slumber, and even the weather is changed as the pegasai break apart the snowy clouds and usher in sunny skies. Similar attempts to defrost Hell have failed, though. Defeating the Seraph and rekindling the pyre is our only recourse.","Ponies change their seasons manually. Going from winter to spring, they make a huge festival of it that they call 'Winter Wrap-Up.' Fields are cleared of snow, ice broken up and removed from lakes, hibernating animals woken from their slumber, and even the weather is changed as the pegasai break apart the snowy clouds and usher in sunny skies. Similar attempts to defrost Hell have failed, though. Defeating the Seraph and rekindling the pyre is our only recourse."
Pony_Spell_FirstAid_Name_Key,Text,,,,,First Aid,First Aid,First Aid,First Aid,First Aid,First Aid
Pony_Spell_FirstAid_Description_Key,Text,,,,,Apply <nobr><b>Armor {[effect0.status0.power]}</b></nobr> and <nobr><b>Regen {[effect1.status0.power]}</b></nobr> to a target unit.,Apply <nobr><b>Armor {[effect0.status0.power]}</b></nobr> and <nobr><b>Regen {[effect1.status0.power]}</b></nobr> to a target unit.,Apply <nobr><b>Armor {[effect0.status0.power]}</b></nobr> and <nobr><b>Regen {[effect1.status0.power]}</b></nobr> to a target unit.,Apply <nobr><b>Armor {[effect0.status0.power]}</b></nobr> and <nobr><b>Regen {[effect1.status0.power]}</b></nobr> to a target unit.,Apply <nobr><b>Armor {[effect0.status0.power]}</b></nobr> and <nobr><b>Regen {[effect1.status0.power]}</b></nobr> to a target unit.,Apply <nobr><b>Armor {[effect0.status0.power]}</b></nobr> and <nobr><b>Regen {[effect1.status0.power]}</b></nobr> to a target unit.
Pony_Spell_FirstAid_Lore_Key,Text,,,,,"Pony healthcare generally consists of wrapping as many bandages as possible around the effected areas. This can be restrictive, but it is effective. Preventing further injury is a great way to give a body the time it needs to heal.","Pony healthcare generally consists of wrapping as many bandages as possible around the effected areas. This can be restrictive, but it is effective. Preventing further injury is a great way to give a body the time it needs to heal.","Pony healthcare generally consists of wrapping as many bandages as possible around the effected areas. This can be restrictive, but it is effective. Preventing further injury is a great way to give a body the time it needs to heal.","Pony healthcare generally consists of wrapping as many bandages as possible around the effected areas. This can be restrictive, but it is effective. Preventing further injury is a great way to give a body the time it needs to heal.","Pony healthcare generally consists of wrapping as many bandages as possible around the effected areas. This can be restrictive, but it is effective. Preventing further injury is a great way to give a body the time it needs to heal.","Pony healthcare generally consists of wrapping as many bandages as possible around the effected areas. This can be restrictive, but it is effective. Preventing further injury is a great way to give a body the time it needs to heal."
Pony_Spell_Checklist_Name_Key,Text,,,,,Checklist,Checklist,Checklist,Checklist,Checklist,Checklist
Pony_Spell_Checklist_Description_Key,Text,,,,,Gain {[trait0.power]}[ember] for each spell card in your consume pile.,Gain {[trait0.power]}[ember] for each spell card in your consume pile.,Gain {[trait0.power]}[ember] for each spell card in your consume pile.,Gain {[trait0.power]}[ember] for each spell card in your consume pile.,Gain {[trait0.power]}[ember] for each spell card in your consume pile.,Gain {[trait0.power]}[ember] for each spell card in your consume pile.
Pony_Spell_Checklist_Lore_Key,Text,,,,,Step one: Make a list.<br>Step two: Check the list.<br>Step three:???<br>Step four: Profit!,Step one: Make a list.<br>Step two: Check the list.<br>Step three:???<br>Step four: Profit!,Step one: Make a list.<br>Step two: Check the list.<br>Step three:???<br>Step four: Profit!,Step one: Make a list.<br>Step two: Check the list.<br>Step three:???<br>Step four: Profit!,Step one: Make a list.<br>Step two: Check the list.<br>Step three:???<br>Step four: Profit!,Step one: Make a list.<br>Step two: Check the list.<br>Step three:???<br>Step four: Profit!
Pony_Spell_ChangelingInfiltrator_Name_Key,Text,,,,,Changeling Infiltration,Changeling Infiltration,Changeling Infiltration,Changeling Infiltration,Changeling Infiltration,Changeling Infiltration
Pony_Spell_ChangelingInfiltrator_Description_Key,Text,,,,,Apply <b>Heartless</b> to a target friendly non-<b>Heartless</b> unit and duplicate it.,Apply <b>Heartless</b> to a target friendly non-<b>Heartless</b> unit and duplicate it.,Apply <b>Heartless</b> to a target friendly non-<b>Heartless</b> unit and duplicate it.,Apply <b>Heartless</b> to a target friendly non-<b>Heartless</b> unit and duplicate it.,Apply <b>Heartless</b> to a target friendly non-<b>Heartless</b> unit and duplicate it.,Apply <b>Heartless</b> to a target friendly non-<b>Heartless</b> unit and duplicate it.
Pony_Spell_ChangelingInfiltrator_Lore_Key,Text,,,,,"The changelings are best known for imitating their victims to steal the love they'd receive for themselves. Cold-hearted and cruel, they're more akin to the residents of Hell than the ponies they prey upon.","The changelings are best known for imitating their victims to steal the love they'd receive for themselves. Cold-hearted and cruel, they're more akin to the residents of Hell than the ponies they prey upon.","The changelings are best known for imitating their victims to steal the love they'd receive for themselves. Cold-hearted and cruel, they're more akin to the residents of Hell than the ponies they prey upon.","The changelings are best known for imitating their victims to steal the love they'd receive for themselves. Cold-hearted and cruel, they're more akin to the residents of Hell than the ponies they prey upon.","The changelings are best known for imitating their victims to steal the love they'd receive for themselves. Cold-hearted and cruel, they're more akin to the residents of Hell than the ponies they prey upon.","The changelings are best known for imitating their victims to steal the love they'd receive for themselves. Cold-hearted and cruel, they're more akin to the residents of Hell than the ponies they prey upon."
